Time,Temperature,Pressure,Altitude,Latitude,Longitude,gps_altitude,gps_sats,gyro_x,gyro_y,gyro_z,gyro_acc_x,gyro_acc_y,gyro_acc_z,gyro_temp,bmp_status,gps_status,gyro_status,apc_status,servo_status,servo_rotation,sd_status
11,21,41,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
11,21,41,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
12,22,42,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
12,22,42,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
12,22,42,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
12,22,42,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
13,23,43,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
13,23,43,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
13,23,43,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
13,23,43,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
14,24,44,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
14,24,44,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
14,24,44,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
14,24,44,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
15,25,45,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
15,25,45,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
15,25,45,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
15,25,45,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
16,26,46,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
16,26,46,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
16,26,46,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
16,26,46,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
17,27,47,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
17,27,47,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
17,27,47,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
17,27,47,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
18,28,48,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
18,28,48,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
18,28,48,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
18,28,48,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
19,29,49,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
19,29,49,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
19,29,49,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
19,29,49,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
20,30,50,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
20,30,50,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
20,30,50,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
20,30,50,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
21,31,51,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
21,31,51,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
21,31,51,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
21,31,51,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
22,32,52,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
22,32,52,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
22,32,52,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
22,32,52,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
23,33,53,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
23,33,53,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
23,33,53,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
23,33,53,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
24,34,54,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
24,34,54,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
24,34,54,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
24,34,54,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
25,35,55,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
25,35,55,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
25,35,55,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
25,35,55,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
26,36,56,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
26,36,56,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
26,36,56,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
26,36,56,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
27,37,57,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
27,37,57,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
27,37,57,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
27,37,57,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
28,38,58,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
28,38,58,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
28,38,58,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
28,38,58,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
29,39,59,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
29,39,59,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
29,39,59,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
29,39,59,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
30,40,60,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
30,40,60,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
30,40,60,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
30,40,60,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
31,41,61,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
31,41,61,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
31,41,61,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
31,41,61,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
32,42,62,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
32,42,62,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
32,42,62,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
32,42,62,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
33,43,63,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
33,43,63,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
33,43,63,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
33,43,63,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
34,44,64,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
34,44,64,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
34,44,64,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
34,44,64,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
35,45,65,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
35,45,65,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
35,45,65,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
35,45,65,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
36,46,66,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
36,46,66,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
36,46,66,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
36,46,66,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
37,47,67,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
37,47,67,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
37,47,67,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
37,47,67,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
38,48,68,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
38,48,68,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
38,48,68,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
38,48,68,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
39,49,69,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
39,49,69,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
39,49,69,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
39,49,69,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
40,50,70,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
40,50,70,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
40,50,70,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
40,50,70,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
41,51,71,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
41,51,71,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
41,51,71,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
41,51,71,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
42,52,72,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
42,52,72,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
42,52,72,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
42,52,72,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
43,53,73,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
43,53,73,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
43,53,73,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
43,53,73,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
44,54,74,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
44,54,74,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
44,54,74,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
44,54,74,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
45,55,75,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
45,55,75,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
45,55,75,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
45,55,75,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
46,56,76,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
46,56,76,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
46,56,76,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
46,56,76,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
47,57,77,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
47,57,77,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
47,57,77,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
47,57,77,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
48,58,78,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
48,58,78,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
48,58,78,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
48,58,78,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
49,59,79,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
49,59,79,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
49,59,79,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
49,59,79,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
50,60,80,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
50,60,80,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
50,60,80,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
50,60,80,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
51,61,81,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
51,61,81,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
51,61,81,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
51,61,81,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
52,62,82,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
52,62,82,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
52,62,82,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
52,62,82,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
53,63,83,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
53,63,83,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
53,63,83,40,41.382736,2.154902,25.00,2,200.00,16.00,32.00,00.00,00.00,00.00,27,1,0,1,1,0,0,1
53,63,83,40,41.382736,2.154902,25.00,3,200.00,32.00,64.00,00.00,00.00,00.00,26,0,0,0,0,1,45,1
54,64,84,40,41.382736,2.154902,25.00,7,200.00,4.00,8.00,00.00,00.00,00.00,25,1,1,1,1,1,20,1
54,64,84,40,41.382736,2.154902,25.00,6,200.00,8.00,16.00,200.00,00.00,00.00,26,1,1,0,1,1,30,0
